394_NGR_c24630	activation	394_NGR_c18610	0.19200003
882_DVU0129	activation	882_DVU0737	0.12399995
882_DVU0449	activation	882_DVU0183	0.49399996
882_DVU0591	activation	882_DVU1594	0.459
882_DVU0449	activation	882_DVU0645	0.49399996
882_DVU0138	activation	882_DVU1431	0.15899992
882_DVU0129	activation	882_DVU0721	0.12399995
882_DVU0591	activation	882_DVU0992	0.6960001
882_DVU0449	activation	882_DVU0591	0.49399996
882_DVU0129	activation	882_DVU1595	0.12399995
882_DVU0129	activation	882_DVU0025	0.12399995
882_DVU0591	activation	882_DVU0652	0.6960001
882_DVU0018	activation	882_DVU1960	0.43799996
882_DVU0449	activation	882_DVU0592	0.54999995
882_DVU0129	activation	882_DVU0331	0.12399995
882_DVU0129	activation	882_DVU0271	0.12399995
882_DVU0449	activation	882_DVU1594	0.5539999
882_DVU0129	activation	882_DVU0416	0.12399995
882_DVU0129	activation	882_DVU0092	0.12399995
882_DVU2587	activation	882_DVU2933	0.116999984
882_DVU0645	activation	882_DVU2072	0.459
882_DVU0013	activation	882_DVU3228	0.10599995
882_DVU2587	activation	882_DVU2588	0.10599995
882_DVU0056	activation	882_DVU1884	0.15499997
882_DVU0056	activation	882_DVU1596	0.27199996
882_DVU0056	activation	882_DVU1857	0.6960001
882_DVU0056	activation	882_DVU1962	0.6960001
882_DVU0056	activation	882_DVU1904	0.35899997
882_DVU2587	activation	882_DVU3228	0.116999984
882_DVU2394	activation	882_DVU1418	0.11100006
882_DVU2394	activation	882_DVU3382	0.11199999
882_DVU0013	activation	882_DVU2933	0.08800006
882_DVU0056	activation	882_DVU3155	0.54999995
882_DVU0056	activation	882_DVU3035	0.6960001
882_DVU0056	activation	882_DVU3228	0.123000026
882_DVU0056	activation	882_DVU1975	0.6960001
882_DVU0056	activation	882_DVU2309	0.6960001
882_DVU0056	activation	882_DVU2078	0.27199996
882_DVU0056	activation	882_DVU2072	0.4849999
882_DVU0056	activation	882_DVU2585	0.6960001
882_DVU0056	activation	882_DVU2317	0.6960001
882_DVU0018	activation	882_DVU1904	0.464
882_DVU0018	activation	882_DVU1961	0.464
882_DVU0056	activation	882_DVU2738	0.6960001
882_DVU0056	activation	882_DVU2675	0.07800007
882_DVU0056	activation	882_DVU2933	0.06799996
882_DVU0018	activation	882_DVU2072	0.459
882_DVU0056	activation	882_DVU2972	0.29699993
882_DVU0056	activation	882_DVU3182	0.691
882_DVU1400	activation	882_DVU2073	0.35899997
882_DVU1400	activation	882_DVU1427	0.35899997
882_DVU1083	activation	882_DVU0652	0.20200002
882_DVU1083	activation	882_DVU1431	0.095999956
882_DVU1593	activation	882_DVU0945	0.23600006
882_DVU1083	activation	882_DVU0013	0.444
882_DVU1400	activation	882_DVU0592	0.464
882_DVU1400	activation	882_DVU1594	0.459
882_DVU1593	activation	882_DVU1400	0.35899997
882_DVU1083	activation	882_DVU0056	0.20200002
882_DVU1593	activation	882_DVU1431	0.15899992
882_DVU1400	activation	882_DVU0652	0.6960001
882_DVU1400	activation	882_DVU1593	0.35899997
882_DVU0652	activation	882_DVU1431	0.65
882_DVU0992	activation	882_DVU0258	0.38399994
882_DVU0608	activation	882_DVU1960	0.43799996
882_DVU0945	activation	882_DVU0129	0.21799994
882_DVU0592	activation	882_DVU1960	0.485
882_DVU0945	activation	882_DVU1594	0.16799998
882_DVU0608	activation	882_DVU1595	0.42700005
882_DVU0652	activation	882_DVU0591	0.6960001
882_DVU0652	activation	882_DVU0449	0.538
882_DVU0668	activation	882_DVU0992	0.679
882_DVU0652	activation	882_DVU0608	0.6960001
882_DVU0652	activation	882_DVU0592	0.35899997
882_DVU0652	activation	882_DVU1594	0.901
882_DVU0945	activation	882_DVU0744	0.11100006
882_DVU0945	activation	882_DVU2394	0.11199999
882_DVU0945	activation	882_DVU2934	0.11100006
882_DVU0945	activation	882_DVU2114	0.11199999
882_DVU0945	activation	882_DVU1419	0.11100006
882_DVU0668	activation	882_DVU2073	0.35899997
882_DVU0652	activation	882_DVU0935	0.4690001
882_DVU0652	activation	882_DVU0668	0.679
882_DVU0652	activation	882_DVU0992	0.66400003
882_DVU0652	activation	882_DVU1083	0.20200002
882_DVU0945	activation	882_DVU3334	0.11199999
882_DVU0992	activation	882_DVU1594	0.9
882_DVU1593	activation	882_DVU0645	0.35899997
882_DVU1593	activation	882_DVU0018	0.35899997
882_DVU0992	activation	882_DVU0608	0.6960001
882_DVU0992	activation	882_DVU0592	0.35899997
882_DVU1593	activation	882_DVU0129	0.16799998
882_DVU1593	activation	882_DVU0183	0.35899997
882_DVU0992	activation	882_DVU0652	0.66400003
882_DVU0992	activation	882_DVU0945	0.35800004
882_DVU1593	activation	882_DVU0608	0.35899997
882_DVU0992	activation	882_DVU0935	0.4690001
882_DVU1593	activation	882_DVU0449	0.23600006
882_DVU1593	activation	882_DVU0592	0.35899997
882_DVU1593	activation	882_DVU1594	0.51
882_DVU1400	activation	882_DVU0056	0.6960001
882_DVU0992	activation	882_DVU1169	0.54999995
882_DVU0945	activation	882_DVU0992	0.35800004
882_DVU0992	activation	882_DVU0013	0.17200005
882_DVU0935	activation	882_DVU0592	0.095999956
882_DVU0935	activation	882_DVU0449	0.19700003
882_DVU0992	activation	882_DVU0129	0.362
882_DVU0992	activation	882_DVU0018	0.6960001
882_DVU0945	activation	882_DVU1431	0.085999966
882_DVU0935	activation	882_DVU0652	0.4690001
882_DVU0935	activation	882_DVU0992	0.4690001
882_DVU0992	activation	882_DVU0591	0.6960001
882_DVU0945	activation	882_DVU2073	0.23600006
882_DVU0592	activation	882_DVU1884	0.551
882_DVU0608	activation	882_DVU2072	0.459
882_DVU0591	activation	882_DVU1595	0.35899997
882_DVU0592	activation	882_DVU1857	0.464
882_DVU0592	activation	882_DVU2072	0.531
882_DVU0449	activation	882_DVU0081	0.18599999
882_DVU1594	activation	882_DVU1596	0.15400004
882_DVU0592	activation	882_DVU2317	0.464
882_DVU1594	activation	882_DVU1857	0.459
882_DVU0449	activation	882_DVU1595	0.12199998
882_DVU0449	activation	882_DVU0022	0.18599999
882_DVU0592	activation	882_DVU2585	0.464
882_DVU1594	activation	882_DVU1961	0.531
882_DVU0608	activation	882_DVU1904	0.464
882_DVU0945	activation	882_DVU1063	0.11199999
882_DVU0668	activation	882_DVU0056	0.679
882_DVU1594	activation	882_DVU3228	0.68700004
882_DVU1594	activation	882_DVU3082	0.459
882_DVU1594	activation	882_DVU3035	0.459
882_DVU1594	activation	882_DVU3155	0.19199991
882_DVU0945	activation	882_DVU0946	0.11199999
882_DVU0945	activation	882_DVU0110	0.11100006
882_DVU0652	activation	882_DVU0013	0.17200005
882_DVU0668	activation	882_DVU0592	0.464
882_DVU0652	activation	882_DVU0645	0.6960001
882_DVU0668	activation	882_DVU0449	0.49399996
882_DVU0652	activation	882_DVU0056	0.66400003
882_DVU0668	activation	882_DVU0652	0.679
882_DVU0945	activation	882_DVU0539	0.11199999
882_DVU0652	activation	882_DVU0258	0.38399994
882_DVU0608	activation	882_DVU3228	0.35899997
882_DVU0592	activation	882_DVU2738	0.45299995
882_DVU0449	activation	882_DVU1414	0.18599999
882_DVU0592	activation	882_DVU3182	0.464
882_DVU1594	activation	882_DVU2309	0.459
882_DVU1594	activation	882_DVU2078	0.15400004
882_DVU0449	activation	882_DVU1190	0.18599999
882_DVU1594	activation	882_DVU2295	0.089999914
882_DVU0591	activation	882_DVU1960	0.43799996
882_DVU0449	activation	882_DVU0422	0.18599999
882_DVU0449	activation	882_DVU0622	0.18599999
882_DVU1594	activation	882_DVU1975	0.459
882_DVU1594	activation	882_DVU2585	0.459
882_DVU0592	activation	882_DVU3035	0.464
882_DVU0592	activation	882_DVU3155	0.14899993
882_DVU0592	activation	882_DVU3082	0.464
882_DVU0449	activation	882_DVU1959	0.18599999
882_DVU0449	activation	882_DVU1960	0.5539999
882_DVU1594	activation	882_DVU2933	0.13800001
882_DVU0592	activation	882_DVU3228	0.35899997
882_DVU0449	activation	882_DVU1805	0.18599999
882_DVU1594	activation	882_DVU2738	0.459
882_DVU1594	activation	882_DVU3182	0.459
882_DVU0056	activation	882_DVU2677	0.17200005
882_DVU0056	activation	882_DVU3106	0.17200005
882_DVU0056	activation	882_DVU3058	0.17200005
882_DVU3381	activation	882_DVU1418	0.12899995
882_DVU3381	activation	882_DVU0680	0.11100006
882_DVU0056	activation	882_DVU3068	0.17200005
882_DVU0056	activation	882_DVU3180	0.17200005
882_DVU0138	activation	882_DVU2072	0.14199996
882_DVU0591	activation	882_DVU1904	0.464
882_DVU3334	activation	882_DVU0680	0.11100006
882_DVU3220	activation	882_DVU1418	0.12899995
882_DVU0056	activation	882_DVU2079	0.17200005
882_DVU0056	activation	882_DVU2074	0.35899997
882_DVU0056	activation	882_DVU2570	0.17200005
882_DVU0591	activation	882_DVU3228	0.35899997
882_DVU0449	activation	882_DVU2738	0.49399996
882_DVU0129	activation	882_DVU3269	0.12399995
882_DVU0129	activation	882_DVU3061	0.12399995
882_DVU0129	activation	882_DVU3062	0.12399995
882_DVU0449	activation	882_DVU3182	0.49399996
882_DVU0183	activation	882_DVU2074	0.45299995
882_DVU0449	activation	882_DVU2933	0.23600006
882_DVU0449	activation	882_DVU3155	0.19700003
882_DVU0449	activation	882_DVU3082	0.49399996
882_DVU0449	activation	882_DVU3035	0.49399996
882_DVU3334	activation	882_DVU1418	0.11199999
882_DVU3381	activation	882_DVU3382	0.11100006
882_DVU0129	activation	882_DVU2079	0.12399995
882_DVU0449	activation	882_DVU1884	0.574
882_DVU0449	activation	882_DVU1596	0.416
882_DVU0129	activation	882_DVU2076	0.12399995
882_DVU0129	activation	882_DVU2281	0.12399995
882_DVU0129	activation	882_DVU2679	0.12399995
882_DVU0449	activation	882_DVU1904	0.54999995
882_DVU0129	activation	882_DVU2570	0.12399995
882_DVU0449	activation	882_DVU1961	0.54999995
882_DVU0129	activation	882_DVU2129	0.12399995
882_DVU0449	activation	882_DVU1857	0.49399996
882_DVU0129	activation	882_DVU2395	0.12399995
882_DVU0449	activation	882_DVU1962	0.49399996
882_DVU0129	activation	882_DVU2967	0.12399995
882_DVU0449	activation	882_DVU2072	0.5539999
882_DVU0129	activation	882_DVU2616	0.12399995
882_DVU0449	activation	882_DVU1975	0.49399996
882_DVU0129	activation	882_DVU2677	0.12399995
882_DVU0129	activation	882_DVU2954	0.12399995
882_DVU0449	activation	882_DVU2309	0.49399996
882_DVU0129	activation	882_DVU2432	0.12399995
882_DVU0129	activation	882_DVU3064	0.12399995
882_DVU0449	activation	882_DVU2317	0.49399996
882_DVU0449	activation	882_DVU2078	0.416
882_DVU0129	activation	882_DVU2962	0.12399995
882_DVU3334	activation	882_DVU3382	0.11100006
882_DVU0449	activation	882_DVU2295	0.19700003
882_DVU0129	activation	882_DVU3058	0.12399995
882_DVU0449	activation	882_DVU2585	0.49399996
882_DVU0129	activation	882_DVU3335	0.12399995
882_DVU0129	activation	882_DVU3106	0.12399995
882_DVU1431	activation	882_DVU0652	0.059999943
882_DVU1431	activation	882_DVU0992	0.65
882_DVU1431	activation	882_DVU0945	0.085999966
882_DVU1431	activation	882_DVU1427	0.15899992
882_DVU1427	activation	882_DVU0668	0.35899997
882_DVU1431	activation	882_DVU0056	0.65
882_DVU1431	activation	882_DVU2587	0.085999966
882_DVU2073	activation	882_DVU0258	0.14499998
882_DVU1427	activation	882_DVU1431	0.15899992
882_DVU1431	activation	882_DVU0449	0.085999966
882_DVU2073	activation	882_DVU0668	0.35899997
882_DVU2073	activation	882_DVU1400	0.35899997
883_DvMF_1713	activation	883_DvMF_2082	0.50699997
882_DVU2073	activation	882_DVU0018	0.35899997
882_DVU2073	activation	882_DVU2587	0.116999984
882_DVU2073	activation	882_DVU0645	0.35899997
882_DVU2073	activation	882_DVU0183	0.35899997
882_DVU2073	activation	882_DVU0591	0.35899997
882_DVU2073	activation	882_DVU0608	0.35899997
882_DVU2073	activation	882_DVU1594	0.13899994
882_DVU1400	activation	882_DVU3228	0.35899997
882_DVU0945	activation	882_DVU0408	0.15400004
882_DVU0945	activation	882_DVU1414	0.15400004
882_DVU0992	activation	882_DVU0737	0.17200005
882_DVU1169	activation	882_DVU0056	0.54999995
882_DVU0945	activation	882_DVU2412	0.15400004
882_DVU0945	activation	882_DVU3022	0.15400004
882_DVU1427	activation	882_DVU0258	0.14499998
882_DVU0945	activation	882_DVU0940	0.15400004
882_DVU0945	activation	882_DVU1231	0.15400004
882_DVU0945	activation	882_DVU1563	0.15400004
882_DVU0992	activation	882_DVU3045	0.17200005
882_DVU0945	activation	882_DVU1805	0.15400004
882_DVU0945	activation	882_DVU1959	0.15400004
882_DVU0992	activation	882_DVU3155	0.54999995
882_DVU0652	activation	882_DVU1862	0.17200005
882_DVU0652	activation	882_DVU2412	0.17200005
882_DVU0652	activation	882_DVU2067	0.17200005
882_DVU0992	activation	882_DVU3082	0.6960001
882_DVU0992	activation	882_DVU3035	0.6960001
882_DVU0652	activation	882_DVU1231	0.17200005
882_DVU0652	activation	882_DVU1805	0.17200005
882_DVU1593	activation	882_DVU2738	0.35899997
882_DVU0652	activation	882_DVU1959	0.17200005
882_DVU0652	activation	882_DVU1960	0.4849999
882_DVU1593	activation	882_DVU3035	0.35899997
882_DVU0945	activation	882_DVU1595	0.15400004
882_DVU0945	activation	882_DVU0092	0.15400004
882_DVU0945	activation	882_DVU0331	0.15400004
882_DVU0992	activation	882_DVU1960	0.4849999
882_DVU0992	activation	882_DVU3022	0.17200005
882_DVU0992	activation	882_DVU1959	0.17200005
882_DVU1427	activation	882_DVU0129	0.16799998
882_DVU1427	activation	882_DVU2587	0.116999984
882_DVU1427	activation	882_DVU0645	0.35899997
882_DVU1427	activation	882_DVU0591	0.35899997
882_DVU1427	activation	882_DVU0449	0.23600006
882_DVU1593	activation	882_DVU1960	0.48099995
882_DVU1427	activation	882_DVU0592	0.35899997
882_DVU1427	activation	882_DVU1594	0.13800001
882_DVU0992	activation	882_DVU0331	0.17200005
882_DVU1169	activation	882_DVU0592	0.14899993
882_DVU1169	activation	882_DVU1594	0.19199991
882_DVU0992	activation	882_DVU0271	0.17200005
882_DVU1169	activation	882_DVU0449	0.19700003
882_DVU0992	activation	882_DVU0025	0.17200005
882_DVU0992	activation	882_DVU0355	0.17200005
882_DVU0992	activation	882_DVU0408	0.17200005
882_DVU1169	activation	882_DVU0652	0.54999995
882_DVU0992	activation	882_DVU0422	0.17200005
882_DVU0992	activation	882_DVU0681	0.17200005
882_DVU0992	activation	882_DVU1862	0.17200005
882_DVU1431	activation	882_DVU0258	0.49600005
882_DVU0652	activation	882_DVU3228	0.123000026
882_DVU0652	activation	882_DVU3082	0.6960001
882_DVU0652	activation	882_DVU3035	0.6960001
882_DVU0652	activation	882_DVU3155	0.54999995
882_DVU0652	activation	882_DVU2309	0.6960001
882_DVU0652	activation	882_DVU2078	0.27199996
882_DVU0652	activation	882_DVU2295	0.4690001
882_DVU0652	activation	882_DVU2072	0.901
882_DVU0652	activation	882_DVU1975	0.679
882_DVU0652	activation	882_DVU2585	0.69499993
882_DVU0652	activation	882_DVU2577	0.25
882_DVU0652	activation	882_DVU2317	0.679
882_DVU0652	activation	882_DVU2675	0.25
882_DVU0652	activation	882_DVU2933	0.06799996
882_DVU1594	activation	882_DVU2074	0.531
882_DVU1594	activation	882_DVU2076	0.17799997
882_DVU0652	activation	882_DVU2972	0.29699993
882_DVU0652	activation	882_DVU3182	0.679
882_DVU0652	activation	882_DVU3045	0.17200005
882_DVU0992	activation	882_DVU2072	0.4849999
882_DVU1593	activation	882_DVU1857	0.35899997
882_DVU1593	activation	882_DVU1962	0.35899997
882_DVU0992	activation	882_DVU2295	0.4690001
882_DVU0652	activation	882_DVU0416	0.17200005
882_DVU0652	activation	882_DVU0022	0.17200005
882_DVU1593	activation	882_DVU1884	0.76600003
882_DVU0992	activation	882_DVU2585	0.6960001
882_DVU1593	activation	882_DVU1596	0.14599991
882_DVU0992	activation	882_DVU2577	0.07800007
882_DVU0992	activation	882_DVU2317	0.6960001
882_DVU1593	activation	882_DVU1961	0.35899997
882_DVU0992	activation	882_DVU2738	0.6960001
882_DVU0668	activation	882_DVU1960	0.43799996
882_DVU0992	activation	882_DVU2675	0.07800007
882_DVU0652	activation	882_DVU0717	0.17200005
882_DVU0992	activation	882_DVU2933	0.06799996
882_DVU0652	activation	882_DVU0636	0.17200005
882_DVU0652	activation	882_DVU0355	0.17200005
882_DVU1593	activation	882_DVU2072	0.13899994
882_DVU0652	activation	882_DVU0422	0.17200005
882_DVU0652	activation	882_DVU0622	0.17200005
882_DVU1593	activation	882_DVU1975	0.35899997
882_DVU0992	activation	882_DVU2972	0.29699993
882_DVU1593	activation	882_DVU2309	0.35899997
882_DVU0992	activation	882_DVU3182	0.691
882_DVU0652	activation	882_DVU1414	0.17200005
882_DVU1400	activation	882_DVU1904	0.464
882_DVU1400	activation	882_DVU1961	0.464
882_DVU1593	activation	882_DVU2317	0.35899997
882_DVU0935	activation	882_DVU1904	0.095999956
882_DVU0935	activation	882_DVU1961	0.095999956
882_DVU0945	activation	882_DVU2933	0.23600006
882_DVU0992	activation	882_DVU1884	0.15499997
882_DVU0992	activation	882_DVU1961	0.35899997
882_DVU0992	activation	882_DVU1857	0.6960001
882_DVU0992	activation	882_DVU1962	0.6960001
882_DVU0992	activation	882_DVU1904	0.35899997
882_DVU0449	activation	882_DVU2074	0.54999995
882_DVU0449	activation	882_DVU2679	0.18599999
882_DVU0449	activation	882_DVU2076	0.508
882_DVU0056	activation	882_DVU0750	0.11399996
882_DVU0449	activation	882_DVU2432	0.18599999
882_DVU0449	activation	882_DVU2616	0.18599999
882_DVU0449	activation	882_DVU3335	0.18599999
882_DVU0449	activation	882_DVU2954	0.18599999
882_DVU0591	activation	882_DVU2076	0.35899997
882_DVU0652	activation	882_DVU1596	0.27199996
882_DVU0652	activation	882_DVU1884	0.962
882_DVU0652	activation	882_DVU1904	0.35899997
882_DVU0056	activation	882_DVU1995	0.07999992
882_DVU0449	activation	882_DVU3068	0.18599999
882_DVU2073	activation	882_DVU1960	0.48099995
882_DVU1431	activation	882_DVU2933	0.15899992
882_DVU1427	activation	882_DVU3182	0.35899997
882_DVU1431	activation	882_DVU1884	0.36400008
882_DVU1427	activation	882_DVU3035	0.35899997
882_DVU2073	activation	882_DVU2738	0.35899997
882_DVU2073	activation	882_DVU3182	0.35899997
882_DVU2073	activation	882_DVU3035	0.35899997
882_DVU1427	activation	882_DVU1960	0.48099995
882_DVU1169	activation	882_DVU1960	0.089999914
882_DVU2073	activation	882_DVU1596	0.14599991
882_DVU2073	activation	882_DVU1904	0.35899997
882_DVU2073	activation	882_DVU1961	0.35899997
882_DVU2073	activation	882_DVU1857	0.35899997
882_DVU2073	activation	882_DVU2072	0.13899994
882_DVU2073	activation	882_DVU1975	0.35899997
882_DVU2073	activation	882_DVU2317	0.35899997
882_DVU2073	activation	882_DVU2309	0.35899997
882_DVU2073	activation	882_DVU2078	0.14599991
882_DVU2073	activation	882_DVU2585	0.35899997
882_DVU0945	activation	882_DVU3058	0.15400004
882_DVU0945	activation	882_DVU3335	0.15400004
882_DVU0945	activation	882_DVU3269	0.15400004
882_DVU0945	activation	882_DVU3216	0.15400004
882_DVU0992	activation	882_DVU2079	0.17200005
882_DVU0992	activation	882_DVU2074	0.35899997
882_DVU1169	activation	882_DVU1904	0.14899993
882_DVU0992	activation	882_DVU2679	0.17200005
882_DVU1169	activation	882_DVU1961	0.14899993
882_DVU0992	activation	882_DVU2281	0.17200005
882_DVU0945	activation	882_DVU2076	0.15400004
882_DVU0945	activation	882_DVU2129	0.15400004
882_DVU0945	activation	882_DVU2079	0.15400004
882_DVU0945	activation	882_DVU2570	0.15400004
882_DVU0945	activation	882_DVU2395	0.15400004
882_DVU0945	activation	882_DVU2679	0.15400004
882_DVU0945	activation	882_DVU2954	0.15400004
882_DVU1427	activation	882_DVU1884	0.76
882_DVU1427	activation	882_DVU1904	0.35899997
882_DVU1427	activation	882_DVU1961	0.35899997
882_DVU1427	activation	882_DVU1857	0.35899997
882_DVU1427	activation	882_DVU1962	0.35899997
882_DVU1427	activation	882_DVU2072	0.48099995
882_DVU1427	activation	882_DVU2309	0.35899997
882_DVU1427	activation	882_DVU2585	0.35899997
882_DVU0992	activation	882_DVU2432	0.17200005
882_DVU1169	activation	882_DVU2072	0.19199991
882_DVU0992	activation	882_DVU2677	0.17200005
882_DVU0992	activation	882_DVU2954	0.17200005
882_DVU0992	activation	882_DVU3106	0.17200005
882_DVU0992	activation	882_DVU3064	0.17200005
882_DVU0992	activation	882_DVU2962	0.17200005
882_DVU0992	activation	882_DVU3058	0.17200005
882_DVU1593	activation	882_DVU2074	0.35899997
882_DVU0992	activation	882_DVU3068	0.17200005
882_DVU0992	activation	882_DVU3269	0.17200005
882_DVU0992	activation	882_DVU3061	0.17200005
882_DVU0992	activation	882_DVU3180	0.17200005
882_DVU1400	activation	882_DVU2074	0.464
882_DVU0138	activation	882_DVU3221	0.116999984
882_DVU0652	activation	882_DVU2616	0.17200005
882_DVU0652	activation	882_DVU2954	0.17200005
882_DVU0652	activation	882_DVU2432	0.17200005
882_DVU0652	activation	882_DVU3335	0.17200005
882_DVU0652	activation	882_DVU3106	0.17200005
882_DVU0652	activation	882_DVU3269	0.17200005
882_DVU0668	activation	882_DVU2074	0.464
