"",h,rel,t
562,concept:personhasbiologicalmother,is_A,concept:personhasmother
563,concept:personhasbiologicalmother,is_A,concept:createdbyagent
564,concept:hasspouse,is_A,concept:hasfamilymember
565,concept:husbandof,is_A,concept:hasspouse
566,concept:hashusband,is_A,concept:hasspouse
567,concept:haswife,is_A,concept:hasspouse
568,concept:wifeof,is_A,concept:hasspouse
569,concept:agentcompeteswithagent,is_A,concept:agentinteractswithagent
570,concept:competeswith,is_A,concept:agentcompeteswithagent
571,concept:teamplaysagainstteam,is_A,concept:agentcompeteswithagent
572,concept:animalpredators,is_A,concept:agentcompeteswithagent
573,concept:inverseofarachnidiseatenbybird,is_A,concept:animalpredators
574,concept:inverseofanimalfeedoninsect,is_A,concept:animalpredators
575,concept:inverseofmammaleatsinsect,is_A,concept:inverseofanimalfeedoninsect
576,concept:animalpreyson,is_A,concept:agentcompeteswithagent
577,concept:arachnidiseatenbybird,is_A,concept:animalpreyson
578,concept:animalthatfeedoninsect,is_A,concept:animalpreyson
579,concept:mammaleatsinsect,is_A,concept:animalthatfeedoninsect
580,concept:agentcollaborateswithagent,is_A,concept:agentinteractswithagent
581,concept:directorworkedwithactor,is_A,concept:agentcollaborateswithagent
582,concept:actorworkedwithdirector,is_A,concept:agentcollaborateswithagent
583,concept:companyhasshareholder,is_A,concept:agentcollaborateswithagent
584,concept:agentholdssharesincompany,is_A,concept:agentcollaborateswithagent
585,concept:politicianendorsedbypolitician,is_A,concept:agentcollaborateswithagent
586,concept:politicianusendorsedbypoliticianus,is_A,concept:politicianendorsedbypolitician
587,concept:politicianendorsespolitician,is_A,concept:agentcollaborateswithagent
588,concept:politicianusendorsespoliticianus,is_A,concept:politicianendorsespolitician
589,concept:agenthierarchicallybelowagent,is_A,concept:controlledbyagent
590,concept:agenthierarchicallybelowagent,is_A,concept:agentcollaborateswithagent
591,concept:athletecoach,is_A,concept:agenthierarchicallybelowagent
592,concept:agentbelongstoorganization,is_A,concept:agenthierarchicallybelowagent
593,concept:agentbelongstoorganization,is_A,concept:subpartof
594,concept:subpartoforganization,is_A,concept:agentbelongstoorganization
595,concept:televisionstationaffiliatedwith,is_A,concept:subpartoforganization
596,concept:teamplaysinleague,is_A,concept:subpartoforganization
597,concept:acquiredby,is_A,concept:subpartoforganization
598,concept:inverseofbankboughtbank,is_A,concept:acquiredby
599,concept:agentrepresentsorganization,is_A,concept:agentbelongstoorganization
600,concept:agentrepresentsorganization,is_A,concept:proxyfor
601,concept:agentleadsorganization,is_A,concept:agentrepresentsorganization
602,concept:agentleadsorganization,is_A,concept:agentcontrols
603,concept:personleadsorganization,is_A,concept:agentleadsorganization
604,concept:topmemberoforganization,is_A,concept:worksfor
605,concept:topmemberoforganization,is_A,concept:personleadsorganization
606,concept:ceoof,is_A,concept:topmemberoforganization
607,concept:inverseofautomobilemakerchiefexecutiveceo,is_A,concept:ceoof
608,concept:inverseofbankchiefexecutiveceo,is_A,concept:ceoof
609,concept:personleadsgeopoliticalorganization,is_A,concept:personleadsorganization
610,concept:personleadscity,is_A,concept:personleadsgeopoliticalorganization
611,concept:personbelongstoorganization,is_A,concept:agentbelongstoorganization
612,concept:athleteplayedforschool,is_A,concept:personbelongstoorganization
613,concept:athleteplaysforteam,is_A,concept:personbelongstoorganization
614,concept:athleteledsportsteam,is_A,concept:athleteplaysforteam
615,concept:worksfor,is_A,concept:personbelongstoorganization
616,concept:personhiredbyorganization,is_A,concept:worksfor
617,concept:coachesteam,is_A,concept:worksfor
618,concept:personterminatedbyorganization,is_A,concept:worksfor
619,concept:journalistwritesforpublication,is_A,concept:worksfor
620,concept:politicianmemberofpoliticsgroup,is_A,concept:personbelongstoorganization
621,concept:politicianusmemberofpoliticalgroup,is_A,concept:politicianmemberofpoliticsgroup
622,concept:coachesinleague,is_A,concept:personbelongstoorganization
623,concept:musicianinmusicartist,is_A,concept:personbelongstoorganization
624,concept:personattendsschool,is_A,concept:personbelongstoorganization
625,concept:persongraduatedschool,is_A,concept:personattendsschool
626,concept:persongraduatedfromuniversity,is_A,concept:persongraduatedschool
627,concept:athleteplaysinleague,is_A,concept:personbelongstoorganization
628,concept:teammate,is_A,concept:agentcollaborateswithagent
629,concept:agenthierarchicallyaboveagent,is_A,concept:agentcontrols
630,concept:agenthierarchicallyaboveagent,is_A,concept:agentcollaborateswithagent
631,concept:organizationhasagent,is_A,concept:superpartof
632,concept:organizationhasagent,is_A,concept:agenthierarchicallyaboveagent
633,concept:organizationrepresentedbyagent,is_A,concept:organizationhasagent
634,concept:organizationrepresentedbyagent,is_A,concept:proxyof
635,concept:organizationleadbyagent,is_A,concept:controlledbyagent
636,concept:organizationleadbyagent,is_A,concept:organizationrepresentedbyagent
637,concept:organizationleadbyperson,is_A,concept:organizationleadbyagent
638,concept:organizationhastopmember,is_A,concept:organizationleadbyperson
639,concept:organizationhastopmember,is_A,concept:worker
640,concept:companyceo,is_A,concept:organizationhastopmember
641,concept:automobilemakerchiefexecutiveceo,is_A,concept:companyceo
642,concept:bankchiefexecutiveceo,is_A,concept:companyceo
643,concept:geopoliticalorganizationleadbyperson,is_A,concept:organizationleadbyperson
644,concept:cityleadbyperson,is_A,concept:geopoliticalorganizationleadbyperson
645,concept:superpartoforganization,is_A,concept:organizationhasagent
646,concept:acquired,is_A,concept:superpartoforganization
647,concept:bankboughtbank,is_A,concept:acquired
648,concept:leagueteams,is_A,concept:superpartoforganization
649,concept:televisioncompanyaffiliate,is_A,concept:superpartoforganization
650,concept:organizationhasperson,is_A,concept:organizationhasagent
651,concept:inverseofathleteplayedforschool,is_A,concept:organizationhasperson
652,concept:schoolattendedbyperson,is_A,concept:organizationhasperson
653,concept:schoolgraduatedperson,is_A,concept:schoolattendedbyperson
654,concept:inverseofpersongraduatedfromuniversity,is_A,concept:schoolgraduatedperson
655,concept:worker,is_A,concept:organizationhasperson
656,concept:organizationterminatedperson,is_A,concept:worker
657,concept:publicationjournalist,is_A,concept:worker
658,concept:teamcoach,is_A,concept:worker
659,concept:organizationhiredperson,is_A,concept:worker
660,concept:leagueplayers,is_A,concept:organizationhasperson
661,concept:leaguecoaches,is_A,concept:organizationhasperson
662,concept:musicartistmusician,is_A,concept:organizationhasperson
663,concept:politicalgroupofpolitician,is_A,concept:organizationhasperson
664,concept:politicalgroupofpoliticianus,is_A,concept:politicalgroupofpolitician
665,concept:teammember,is_A,concept:organizationhasperson
666,concept:inverseofathleteledsportsteam,is_A,concept:teammember
667,concept:coachesathlete,is_A,concept:agenthierarchicallyaboveagent
668,concept:commentatorofprotest,is_A,concept:relatedto
669,concept:bombingattacker,is_A,concept:relatedto
670,concept:roadaccidentinjured,is_A,concept:relatedto
671,concept:agentstudiesphysiologicalcondition,is_A,concept:relatedto
672,concept:plantrepresentemotion,is_A,concept:relatedto
673,concept:earthquakehadsource,is_A,concept:relatedto
674,concept:astronautwasonamissionwithastronaut,is_A,concept:relatedto
675,concept:deathageofperson,is_A,concept:relatedto
676,concept:equipmentusedbysport,is_A,concept:relatedto
677,concept:agentcreated,is_A,concept:relatedto
678,concept:agentcreatedorganization,is_A,concept:agentcreated
679,concept:agentcausedevent,is_A,concept:agentcreated
680,concept:inverseofclothmadeofplant,is_A,concept:relatedto
681,concept:earthquakeinjured,is_A,concept:relatedto
682,concept:timeofearthquake,is_A,concept:relatedto
683,concept:roadaccidenthadvictim,is_A,concept:relatedto
684,concept:inverseofattractionmadeofbuildingmaterial,is_A,concept:relatedto
685,concept:agriculturalproductgrowninlandscapefeatures,is_A,concept:relatedto
686,concept:bombingwitness,is_A,concept:relatedto
687,concept:injuredinprotest,is_A,concept:relatedto
688,concept:physiologicalconditionstudedbyperson,is_A,concept:relatedto
689,concept:sportusesequipment,is_A,concept:relatedto
690,concept:inverseofbacteriaisthecausativeagentofphysiologicalcondition,is_A,concept:relatedto
691,concept:arthropodbesometimesconfusewithinsect,is_A,concept:relatedto
692,concept:mutualproxyfor,is_A,concept:relatedto
693,concept:isoneoccurrenceof,is_A,concept:mutualproxyfor
694,concept:proxyfor,is_A,concept:mutualproxyfor
695,concept:citystadiums,is_A,concept:citycontainsbuilding
696,concept:citystadiums,is_A,concept:cityattractions
697,concept:citystadiums,is_A,concept:proxyfor
698,concept:citysportsteams,is_A,concept:proxyfor
699,concept:citysportsteams,is_A,concept:locationactedinbyorganization
700,concept:ismultipleof,is_A,concept:mutualproxyfor
701,concept:proxyof,is_A,concept:mutualproxyfor
702,concept:countryleadbyperson,is_A,concept:controlledbyagent
703,concept:countryleadbyperson,is_A,concept:proxyof
704,concept:countryleadbyperson,is_A,concept:locationrelatedtoagent
705,concept:statehascapital,is_A,concept:statecontainscity
706,concept:statehascapital,is_A,concept:proxyof
707,concept:countrycapital,is_A,concept:countrycities
708,concept:countrycapital,is_A,concept:proxyof
709,concept:synonymfor,is_A,concept:mutualproxyfor
710,concept:personalsoknownas,is_A,concept:synonymfor
711,concept:coachalsoknownas,is_A,concept:personalsoknownas
712,concept:athletealsoknownas,is_A,concept:personalsoknownas
713,concept:organizationalsoknownas,is_A,concept:synonymfor
714,concept:organizationacronymhasname,is_A,concept:organizationalsoknownas
715,concept:companyalsoknownas,is_A,concept:organizationalsoknownas
716,concept:teamalsoknownas,is_A,concept:organizationalsoknownas
717,concept:organizationnamehasacronym,is_A,concept:organizationalsoknownas
718,concept:stadiumalsoknownas,is_A,concept:synonymfor
719,concept:countryalsoknownas,is_A,concept:synonymfor
720,concept:arthropodcalledarthropod,is_A,concept:synonymfor
721,concept:cityalsoknownas,is_A,concept:synonymfor
722,concept:inverseofarthropodcalledarthropod,is_A,concept:synonymfor
723,concept:languageofuniversity,is_A,concept:relatedto
724,concept:drughassideeffect,is_A,concept:relatedto
725,concept:drugpossiblytreatsphysiologicalcondition,is_A,concept:relatedto
726,concept:istallerthan,is_A,concept:relatedto
727,concept:inverseofautomobilemakercardealersinstateorprovince,is_A,concept:relatedto
728,concept:inverseofmammalinducesemotion,is_A,concept:relatedto
729,concept:inverseoflanguagespokenatisland,is_A,concept:relatedto
730,concept:numberofinjuredinroadaccident,is_A,concept:relatedto
731,concept:ethnicgroupofperson,is_A,concept:relatedto
732,concept:politicianuswenttoschool,is_A,concept:relatedto
733,concept:inverseofcoachcanspeaklanguage,is_A,concept:relatedto
734,concept:numberofcasualtiesinearthquake,is_A,concept:relatedto
735,concept:automobilemakercardealersinstateorprovince,is_A,concept:relatedto
736,concept:buildingfeaturemadefrombuildingmaterial,is_A,concept:relatedto
737,concept:personwrittenaboutinpublication,is_A,concept:relatedto
738,concept:sportsgamesport,is_A,concept:relatedto
739,concept:academicfieldusedinjobposition,is_A,concept:relatedto
740,concept:inverseofagriculturalproductcontainchemical,is_A,concept:relatedto
741,concept:issueofpoliticsbill,is_A,concept:relatedto
742,concept:academicfieldusedbyeconomicsector,is_A,concept:relatedto
743,concept:grainusedtomakecandy,is_A,concept:relatedto
744,concept:players,is_A,concept:relatedto
745,concept:eventcausedbyevent,is_A,concept:relatedto
746,concept:launchingproducttype,is_A,concept:relatedto
747,concept:sportnamehasoriginlanguage,is_A,concept:relatedto
748,concept:sportusesstadium,is_A,concept:relatedto
749,concept:inverseofagriculturalproductcutintogeometricshape,is_A,concept:relatedto
750,concept:universityoperatesinlanguage,is_A,concept:relatedto
751,concept:meetingeventtitlehasmeetingeventtype,is_A,concept:relatedto
752,concept:prodctlaunchingproductprice,is_A,concept:relatedto
753,concept:bombingcausedbyexplosive,is_A,concept:relatedto
754,concept:inverseofbeveragemadefrombeverage,is_A,concept:relatedto
755,concept:arthropodcanbeveryirritatingtomammal,is_A,concept:relatedto
756,concept:scenecontainsobject,is_A,concept:relatedto
757,concept:companyofproductlaunch,is_A,concept:relatedto
758,concept:agentcontributedtocreativework,is_A,concept:relatedto
759,concept:directordirectedmovie,is_A,concept:agentcontributedtocreativework
760,concept:writerwrotebook,is_A,concept:agentcontributedtocreativework
761,concept:actorstarredinmovie,is_A,concept:agentcontributedtocreativework
762,concept:protesthadactor,is_A,concept:relatedto
763,concept:injuredinroadaccident,is_A,concept:relatedto
764,concept:stateorprovinceisborderedbystateorprovince,is_A,concept:relatedto
765,concept:subjectconcernedbyacademicfield,is_A,concept:relatedto
766,concept:subfieldofacademicfield,is_A,concept:subpartof
767,concept:subfieldofacademicfield,is_A,concept:subjectconcernedbyacademicfield
768,concept:beveragecansoftendisease,is_A,concept:relatedto
769,concept:attackerinbombing,is_A,concept:relatedto
770,concept:meatcomesfromanimal,is_A,concept:relatedto
771,concept:athleteflyouttosportsteamposition,is_A,concept:relatedto
772,concept:inverseoflanguegeschoolincity,is_A,concept:relatedto
773,concept:economicsectorhasperson,is_A,concept:relatedto
774,concept:reasonofcollision,is_A,concept:relatedto
775,concept:locatedat,is_A,concept:relatedto
776,concept:mountainatgeopoliticallocation,is_A,concept:locatedat
777,concept:inverseofawardtrophytournamentwasawardedonstadium,is_A,concept:locatedat
778,concept:visualappearanceof,is_A,concept:locatedat
779,concept:locationinzipcode,is_A,concept:locatedat
780,concept:wikipediaurlof,is_A,concept:locatedat
781,concept:placeofworshippracticesreligion,is_A,concept:locatedat
782,concept:riverflowsthroughcity,is_A,concept:locatedat
